,FIG4|9896,HERPUD2|64224,HNRNPD|3184,UBE2R2|54926,TYK2|7297,EXOSC10|5394,ZNF143|7702,ZMYND11|10771,HNRNPA2B1|3181,CCDC55|84081,RAB2B|84932,PEX11B|8799,NAIF1|203245,DCP1B|196513,KAT5|10524,SAR1A|56681,LUZP6|767558,SMAD4|4089,ABCF1|23,ZNF777|27153,HNRNPL|3191,COBRA1|25920,DAZAP2|9802,MEN1|4221,SNIP1|79753,SPPL3|121665,HNRNPK|3190,SAFB2|9667,RUNDC1|146923,BANP|54971,THAP6|152815,EIF4ENIF1|56478,SP2|6668,EIF3J|8669,TBP|6908,ANAPC2|29882,UVRAG|7405,ZNF566|84924,CELF1|10658,ECD|11319,CUL1|8454,MED17|9440,CEPT1|10390,IFT57|55081,GLT8D1|55830,QRICH1|54870,C9orf78|51759,UBAC2|337867,LIN7C|55327,FUBP3|8939,FAM160A2|84067,ZXDC|79364,C2orf3|6936,DDX1|1653,RER1|11079,SAFB|6294,FLII|2314,ZER1|10444,FAM149B1|317662,JOSD1|9929,GPN3|51184,DBR1|51163,ARHGEF9|23229,C17orf39|79018,ARHGAP17|55114,ADCK1|57143,MPPE1|65258,MAP3K7|6885,CETN3|1070,WSB2|55884,SURF6|6838,VPS29|51699,PITPNB|23760,HNRNPH3|3189,BBS2|583,COX15|1355,ACAD9|28976,EIF3L|51386,PRPSAP2|5636,MFAP1|4236,POT1|25913,FNTB|2342,MEGF8|1954,SNRNP48|154007,HECTD3|79654,SRPR|6734,ARHGEF5|7984,SLC24A1|9187,CTCF|10664,CSDE1|7812,MYNN|55892,SLAIN2|57606,MATR3|9782,NSMCE4A|54780,SNAPIN|23557,OS9|10956,VPS52|6293,GOSR1|9527,RARS2|57038,CNOT2|4848
85,0.817487559216035,0.672516120514328,0.597469741988134,0.544198732966787,0.656754342867583,0.578380979643477,0.698883758405545,0.384432040434982,0.625165739631808,0.341772827565383,0.709833424038607,0.617166683528372,0.541672531744849,0.623147574799144,0.587368108950001,0.609998807437809,0.447175940252854,0.427237445410747,0.5451783415318,0.618559868302984,0.616126951359008,0.480264052083293,0.634154985510489,0.568585418654007,0.435570084617957,0.549592075466551,0.657395604250294,0.556091897863791,0.409964789956246,0.744013359577406,0.549280676383443,0.461717075158796,0.401606494450667,0.475582895380585,0.507557612853062,0.54581392885818,0.582591430689169,0.473681700548303,0.563699881179811,0.524313581853688,0.641966367590253,0.535275770431247,0.747760608493331,0.353641750133291,0.724226050521442,0.70974743493033,0.526350086099742,0.416052094745119,0.561014644459727,0.472416211436602,0.519489122826871,0.655438283723089,0.286556531074748,0.461817557023565,0.521075628270063,0.626634042236877,0.63852839662709,0.392789276750055,0.444204921855997,0.446829510771299,0.652377354836543,0.574755919072423,0.256581578012827,0.535910659385312,0.828980979822112,0.521997771410268,0.396529497149385,0.450079931609034,0.767744631738674,0.362548555697579,0.540848894566347,0.707453125626866,0.541455465727972,0.503131425630841,0.697781237213903,0.465106384852549,0.626605053172148,0.521414969705191,0.396194399915756,0.484944311643026,0.53363069838028,0.592140712831519,0.314146791898474,0.525137727831059,0.631012499668763,0.593041478521711,0.378816683569311,0.395213382599358,0.506948655230527,0.473310042477227,0.448185002996882,0.484846500680553,0.511455312536756,0.44051244662201,0.531368344475623,0.57151721633036,0.493336579942187,0.452909081056771,0.401132282586274,0.558953488342057
86,0.675891724285633,0.534993056205636,0.578911886092617,0.619280256247676,0.708934600672925,0.524862022371124,0.524449205913933,0.494015567542071,0.652348517986552,0.427508629435166,0.652070357165612,0.669160640977879,0.601442132253627,0.559535837670021,0.696565195100941,0.549206553739466,0.421681584797679,0.77097742447318,0.66529292974133,0.522194878827696,0.677832537406558,0.632794394955415,0.909369918186258,0.496305321339255,0.402781589716219,0.614896349004522,0.535670496579403,0.697494939370579,0.586314796697763,0.595962292179336,0.398953194209613,0.61260249614862,0.53312814848147,0.487493959281333,0.508968382693035,0.561694685788619,0.478318188810965,0.406664802987109,0.527729260965968,0.362581548121246,0.511428761421854,0.586396849299001,0.455238249075938,0.420233725779186,0.57421415016406,0.458546591828924,0.556167822909297,0.914363066297196,0.708177147087932,0.402257761961952,0.581556103027023,0.509181602700763,0.3817580155866,0.518934339573309,0.552616046689525,0.691567614968106,0.674764822189408,0.459106673218482,0.395155488153519,0.426081553265569,0.683423485861771,0.445073889700185,0.437046882435008,0.478047381894776,0.556465346073488,0.634740026896393,0.747799110157484,0.377602334943659,0.580172447605463,0.669583747840256,0.516404631102563,0.697244855524385,0.509836492792143,0.578543514176573,0.646046143376647,0.546746551031467,0.558292889549091,0.440363438803489,0.623895601932865,0.553962736317185,0.553061544000779,0.496854014410333,0.456220133642641,0.43264120383966,0.511881243545241,0.544858453045662,0.68642461937896,0.356855131322898,0.547040550836913,0.404427901624032,0.315016800350182,0.461649127338796,0.551188422039747,0.434360596164405,0.605343976644053,0.721148959837131,0.598414447244661,0.444212512722163,0.496081689659182,0.623579779840577
87,0.463695060175324,0.777531003312831,0.759658644843192,0.477859529908003,0.478839314550867,0.615528774892023,0.535419568023806,0.417524814646097,0.632535820554827,0.583025101582624,0.620701583644615,0.486836014354633,0.477759448364554,0.482830896538802,0.812437797538643,0.734835017237396,0.700707056632643,0.498342885505258,0.720033570410563,0.999660515389271,0.61851038530148,0.6005434011242,0.317506928013449,0.962635385047012,0.544793974835792,0.388852037438503,0.634294778113764,0.759949032031216,0.578644892932564,0.431161306162828,0.685559317792999,0.499702654460564,0.471789073871801,0.696586551451242,0.744387855050135,0.568604266063977,0.404468567667612,0.699827879680604,0.487794792446014,0.554430079374933,0.887075848637317,0.744664458781365,0.374939580704931,0.610670097018911,0.979108830394812,0.5072352287683,0.806549702201686,0.768613555687254,0.749090424258228,0.551948357862303,0.401566857369833,0.398985231795419,0.61516713576051,0.590302290310921,0.634470611051581,0.713264481011491,0.683581100398644,0.424798579355483,0.889684654532116,0.453997429441671,0.438797775394046,0.497632920553708,0.346299924754716,0.641132808496591,0.464426735218855,0.600119130025913,0.401395448994191,0.445477335563879,0.685692098962966,0.388007574338951,0.725932932966806,0.340666263563862,0.662797705603968,0.467925350373305,0.439143156048,0.508095130348861,0.391625437801328,0.962225544219221,0.535187840534927,0.630489260858243,0.967369936834158,0.64033505445292,0.530888212599997,0.411202520462082,0.379988548295563,0.351335299895612,0.511422274222184,0.397710748699003,0.374552934065223,0.355506258312376,0.500602757249255,0.519791993490365,0.448933775037273,0.672337347955591,0.740708771047401,0.387063559899486,0.807272857495758,0.500790500790972,0.600958608220076,0.458640404823957
88,0.649446699719598,0.650658286258127,0.929570826726447,0.515807871061063,0.67221073680332,0.643948230934337,0.930720456986901,0.684923343731751,0.575326323324291,0.544200492620563,0.581834950588983,0.783349910898731,0.667536972769725,0.695021740238231,0.840263976216373,0.663421213502128,0.388546979916614,0.92642787630183,0.51476287386087,0.523833834396165,0.625186537953566,0.715112106093611,0.819175972075993,0.530545366765057,0.970648152391139,0.56480659091425,0.820852470891423,0.517640444429669,0.458840669981464,0.775104137776071,0.747364365065298,0.46713703568979,0.816906180347071,0.4940418107527,0.715938702288214,0.639366138271874,1,0.812452793695472,0.579786641325581,0.470438656290385,0.548727582622781,0.74213105693162,0.603329502085814,0.74110414640592,0.621062782761917,0.807166513327873,0.448908844654717,0.350912966186825,0.751507659615554,0.591362413592901,0.739084248855636,0.727952206794243,0.821750298116008,0.631295185388533,0.606921723064492,0.66372253387884,0.285256976186476,0.532166224709115,0.480490775812125,0.559290638493128,0.570483018987135,0.657720614304428,0.562009240439902,0.676274824188856,0.491896776023791,0.152325940349796,0.627170765406591,0.461272600659176,0.78340859004979,0.31470133755361,0.651354796236629,0.509115678778541,0.641414160490675,1,0.556248963323645,0.453110448994904,0.410009394523094,0.855831703830828,0.439604096611382,0.717790001490369,0.579865013233582,0.576147905937392,0.561610889236621,0.890496494404987,0.304814065048669,0.470984118766583,0.610350276874892,0.548721227409523,0.667246341976689,0.876501600068111,0.795059257844015,0.560520057140867,0.742791457024357,0.486756670922342,0.651757137208447,0.643520827112197,0.503654421577124,0.491864827764299,0.666717055217001,0.544340882014589
89,0.592695061979854,0.650139115833668,0.587572694736236,0.688661103825505,0.53277529610974,0.619983583306188,0.544506713099633,0.578224572120007,0.613118392741624,0.664195642118853,0.536917009292504,0.65376687800966,0.511801870054322,0.461418975807105,0.600245533662783,0.551299351662594,0.433590233584798,0.606920050728089,0.684824895085406,0.514242305652659,0.659450775082848,0.486277973492664,0.593111739928676,0.427430110021809,0.589656655879494,0.357709868014932,0.726826580417584,0.792088495195838,0.758369415862705,0.508774892123146,0.621094206084533,0.631984993041988,0.57064842541905,0.628213559999645,0.586046094815688,0.448692599730789,0.54922859099782,0.346556138858065,0.691791870452493,0.552306125100555,0.533564764431318,0.841945159323895,0.617182367576244,0.629539934459867,0.401194161527251,0.604249786969296,0.913823329065282,0.350254475865908,0.705766561856096,0.557938906258959,0.607899994692997,0.578404478621159,0.61233116261106,0.691951852372497,0.503539974793608,0.468142661394822,0.585741834557348,0.528267627196274,0.641357533171672,0.494999646223176,0.641767094726537,0.496957679395756,0.855885512909257,0.895225364825604,0.30034459855464,0.650130824767715,0.518712870996306,0.622628097967189,0.600994787559053,0.399186624300593,0.464910000519914,0.458255538926703,0.590559100906566,0.526944093357498,0.739825649711674,0.693429003885508,0.629091162615219,0.718221335629188,0.823712552215687,0.564843230049521,0.732755620543606,0.546963275308425,0.491597763628449,0.351314385762323,0.576651056692376,0.491675160227807,0.641941509487921,0.699926352685314,0.411080292570301,0.657433018861263,0.648099766433796,0.647494222647257,0.659793632644541,0.483179990057885,0.53940253583687,0.408900978101838,0.555391135161601,0.685524763857822,0.799471232010994,0.442925271676204
90,0.582501792242511,0.62023197718877,0.619337537527498,0.427115463003664,0.541927052378273,0.489677750511935,0.687260275240161,0.72412886185673,0.671688383228143,0.656046484908234,0.60547004045267,0.675884714546795,0.564334587740157,0.561484743325766,0.59957160512868,0.660214643496117,0.562828080172775,0.594318665534394,0.676916553529468,0.604322289269445,0.548757689553934,0.503580896687477,0.539926467663725,0.628925900413657,0.783342771291048,0.463824406168544,0.655822243517545,0.622841694031287,0.759675773766453,0.497541894348688,0.62099368272207,0.729915628039902,0.548139801029125,0.691420483787266,0.631322474738247,0.50476141361843,0.440890585533778,0.789215653298978,0.757290083557893,0.543224366752162,0.645168481657424,0.794390708387013,0.443031605603176,0.573973302959649,0.672675948711924,0.650807315608777,0.493475758112658,0.598061646430233,0.718721176825208,0.530058611566773,0.501150765405814,0.545236184596305,0.428127344181138,0.553869063393631,0.45973462964638,0.605256432253185,0.897327145038591,0.424160468103381,0.619322839738358,0.536953898740781,0.461553573786253,0.681329857879287,0.460933626025413,0.596735582279818,0.603371804086482,0.486120062959823,0.465854031225158,0.58169540172364,0.615712691442404,0.453006587324605,0.664186530935757,0.39261141372279,0.538723494798921,0.708446012999768,0.721684657783113,0.62493072645969,0.471465014543894,0.488715183299856,0.512749915061207,0.809120545359729,0.599581493209833,0.652326783304437,0.734096117221718,0.518453153169343,0.519742696279509,0.587607671416971,0.441221389946371,0.779643515710552,0.667026961723993,0.531614613710847,0.466656229841063,0.679716886670228,0.681210019274558,0.445751154449892,0.577901345477543,0.514364108514348,0.565890665395491,0.663739236500972,0.525255285991555,0.483153444598328
91,0.696843462810613,0.604113566688096,0.705854209364238,0.711145376814052,0.631064666831138,0.433851570214253,0.643455812780211,0.509102968855286,0.457531222789256,0.301153239014356,0.633405704771677,0.630267434877563,0.959918055114269,0.549743755381603,0.75518741220977,0.618389713556433,0.365043484559267,0.516714808411249,0.678569607736407,0.691910562826538,0.557128583314526,0.584549183382649,0.600952692094454,0.452294128764172,0.466512829097481,0.519172426461257,0.633436280889527,0.458938395390852,0.419608067951492,0.793705910751081,0.379037553697461,0.332087446283174,0.616145697424574,0.482386837173205,0.567304676216863,0.542584444370579,0.820611131009833,0.544689196980683,0.545446489073417,0.486165716712324,0.555664619859863,0.521149997488874,0.56781389167734,0.231836652562705,0.441054780593474,0.539324244192449,0.508551295541464,0.341098540550758,0.42770119867894,0.528797369784928,0.525813248543268,0.505948468394284,0.384077325283731,0.48039709377229,0.461655817833673,0.682617701102392,0.492085478229167,0.44804536943205,0.40529263355255,0.534365510656497,0.479219139904046,0.562543602978346,0.383997451963446,0.668163016348891,0.838446146221966,0.716535239342012,0.450180865908471,0.461388749161493,0.401226848846759,0.493638536713522,0.561495517949365,0.513872354282444,0.604020032956388,0.552687314807827,0.385177449656169,0.313221283348805,0.457663770995342,0.597923734044748,0.293945395048592,0.468108396270224,0.349546390951815,0.521790124752706,0.321092746491025,0.385418590096428,0.543638847131019,0.726612452487924,0.175046433405224,0.306143473224195,0.56356980990667,0.594358159091094,0.474884416909404,0.535833759047119,0.441989815374858,0.593975257917037,0.616699341698602,0.574463309616164,0.459119359856762,0.360987010738729,0.477063654837846,0.444254713606766
92,0.595350254716218,0.442700203865702,0.77629197033206,0.645535186140696,0.467497819616931,0.619510678790008,0.477873808088594,0.420698299491087,0.524966296848502,0.364452159820115,0.668757027073987,0.711070897659725,0.577042800223898,0.584638046602882,0.890651646294367,0.636374787732212,0.222575144816715,0.215825125824753,0.724393346513976,0.587167058326768,0.620464747306148,0.556659409179905,0.485400526812262,0.602181958997276,0.508593261000035,0.464588168609849,0.583196885510669,0.595548635157188,0.391600673328146,0.789430945637849,0.637758256238775,0.585122281302144,0.21906692453476,0.680374232423191,0.56075539223538,0.695100036676915,0.459141181008906,0.581937000622462,0.430757892013825,0.532218050709493,0.420248471987333,0.373363379402834,0.51494977014697,0.535991153231082,0.589733230992205,0.479222512543576,0.731336327883976,0.525893599907001,0.710585259837216,0.347481761324644,0.590557793572708,0.412111477500476,0.488613779967985,0.723130722413386,0.598333081466403,0.626152088377533,0.47832987717966,0.530488324703589,0.492739420246513,0.425192296544505,0.38767099040472,0.471628828167805,0.406748281923228,0.543094493540208,0.484155918252443,0.709583303454239,0.306034284453262,0.567850957391744,0.623889503461863,0.57860371431811,0.660262630517534,0.610088078464407,0.628004121232341,0.546291459029652,0.667941116570217,0.57828329045098,0.567341139707796,0.5543849513481,0.540526143963237,0.500695020460158,0.406282394036616,0.612920817917374,0.384761312583647,0.543427647972712,0.599306379927896,0.544479565047696,0.355179516530805,0.39006548762013,0.427866374309718,0.550952320034125,0.444381122162803,0.549375072081307,0.448378647936041,0.615078531133892,0.673278398009501,0.508006332737996,0.663741300540849,0.410049961009771,0.568055706889416,0.459965506296449
93,0.533478500886312,0.687736147977233,0.700501177217294,0.539524424820454,0.635626628544495,0.604491502955055,0.536700334774327,0.376285120367965,0.672658927059022,0.610152309666106,0.669918996842074,0.5776778112217,0.459243231668074,0.450196067771262,0.629394613634597,0.541282036387063,0.234053411495668,0.46253401655012,0.453106654373737,0.617774289220261,0.704609462300417,0.499676334054427,0.379808498143036,0.760653314832799,0.391988717973999,0.477410187200801,0.550106018323599,0.802561359810017,0.509303104942656,0.642892059325345,0.666040364095665,0.335982431398314,0.202344105990716,0.438105810864447,0.528307228467932,0.663424223421633,0.43829346845716,0.647562092330414,0.509440445444422,0.415453090672448,0.483615225912232,0.605327357045351,0.33440771648394,0.674078418371335,0.799438014918003,0.70615542263794,0.492553808999582,0.463496998465775,0.556817221663738,0.32401186211155,0.529274109164643,0.810554053345412,0.391428995386498,0.489081741318731,0.593509855037891,0.699422188253601,0.589213289391821,0.501126019606879,0.676679671704101,0.298113544112961,0.3698315689557,0.649863912230899,0.424562109983085,0.499923583633093,0.623948192219272,0.544370529234838,0.458626674056739,0.362236785444397,0.61745633335307,0.328368816443462,0.507084084253778,0.444877459498734,0.298412683820014,0.650489410562501,0.55134112904133,0.590452799030817,0.720665952838279,0.355108208957643,0.612856256927461,0.341666493815856,0.473561716271165,0.705614022169211,0.386978628235501,0.655927411402752,0.564471480158384,0.497919420555911,0.443855949443994,0.525421590208432,0.53312033449951,0.302242922619632,0.493569032190618,0.381886290321441,0.468655699058048,0.475093171069,0.448934888223285,0.296193517818767,0.643609000893972,0.439417341204928,0.454150663047081,0.504194420739159
94,0.756643370034288,0.372213758976362,0.654440029877869,0.669949655623044,0.578107750762445,0.647726289098822,0.643272726123416,0.522201751135016,0.56189969270775,0.525823759505783,0.577765055002753,0.672384583574171,0.564194969422029,0.58452838123359,0.781041287618647,0.474880687486415,0.296227157721608,0.509150116907962,0.661224005855273,0.841254184607938,0.687884084677711,0.618806227740545,0.518863474937062,0.664625017116741,0.520310182393692,0.41607950790935,0.666068697661361,0.575265856441152,0.724636170582198,0.695403871625843,0.527734034303044,0.607173207952437,0.578594806760868,0.57512006894761,0.628001173044627,0.528435646997755,0.482387859819371,0.593627075725577,0.518126295149731,0.559954368799195,0.944176635582022,0.783763477357509,0.425351761176527,0.475927982876288,0.515791887027422,0.546240740349369,0.588711589143301,0.421031913866449,0.605345915615463,0.493764453925081,0.528038633927308,0.524302846041504,0.370395635972613,0.604929020471764,0.509345271974215,0.648432010481439,1,0.445646381924148,0.528011896817339,0.509103251904663,0.482983664743277,0.557216700510056,0.529109645667305,0.60532601954512,0.432395865506709,0.546821584761819,0.399725503725458,0.416172949910503,0.609381878062666,0.529218793078285,0.583970877419593,0.574094766700991,0.562790593262649,0.543891384546703,0.585863133637571,0.565599557812711,0.659210332817479,0.52825132846338,0.578723003438446,0.571253502500354,0.393406008843422,0.618375185725446,0.512490925435944,0.394218046552117,0.607960599300722,0.51354405625288,0.810620214747574,0.625616437465155,0.513993531510731,0.481686081710721,0.399864464654845,0.536319936260686,0.556432311188724,0.460395245874365,0.755254692008618,0.482600529566101,0.65306430702426,0.604680928036529,0.640087293750876,0.419377176295379
95,0.539115533796161,0.569717108225848,0.589355906738197,0.580933735658828,0.552109326083616,0.624464183847668,0.48827643359299,0.502853585307434,0.613191592565974,0.599104409576509,0.513416553564307,0.650083867790253,0.652534189192708,0.700608527635479,0.62913739134358,0.475180092583645,0.416240013836027,0.537647998108898,0.646796629240691,0.542943745327256,0.588926737209472,0.598844973212748,0.690578854864978,0.570782863333357,0.526180270049785,0.573570501660892,0.577467051764942,0.567741132080851,0.644816942195564,0.631028355572739,0.53051264421845,0.651071091958981,0.410733058483708,0.589697898529994,0.581381496872042,0.533365232774369,0.502111881656967,0.558772928079577,0.614591827642172,0.472035042745468,0.543928467539118,0.553802225025029,0.519172707769362,0.380847097029811,0.547028391036279,0.500982071961036,0.518171669054624,0.492124443534711,0.611729354020998,0.463200994866465,0.540393245937641,0.602089307909101,0.405500858039198,0.544858384638432,0.49364930600872,0.576045537170252,0.8488860202026,0.407935526799941,0.487721101807225,0.484369207166961,0.745579914573475,0.425537691695937,0.317543234463206,0.63015453204087,0.599358748247231,0.616121327048731,0.476712601509217,0.434215840907044,0.507658965724821,0.701959829506679,0.549832965625405,0.752753912721311,0.556426639855913,0.585978717432919,0.868580760757932,0.578597868907482,0.60199485471281,0.503241148934892,0.553596626451423,0.576376322231622,0.632495070638369,0.576685501793589,0.428653891751395,0.515556602313663,0.586220532672898,0.542098787878259,0.540095886899505,0.476848405410066,0.582875652269969,0.475782722525186,0.429146253713783,0.48478982315635,0.446643156747096,0.530160619704768,0.489980744703328,0.674041518384442,0.584794349660046,0.553547656801903,0.485858530258577,0.638729038385032
96,0.682992841600523,0.790618404403388,0.617908238034199,0.596210264294364,0.502990533027956,0.583744911696793,0.465384162666136,0.518281173942507,0.662225466502345,0.619550264323501,0.581636368301785,0.655558612710994,0.602464232599413,0.496951364199263,0.724288914077052,0.50234957852915,0.526614165034656,0.481901637756406,0.641764813708674,0.565179551933831,0.604497839189756,0.517076493621256,0.517611700152961,0.536425463999762,0.541758986135685,0.437277792865228,0.587199683289176,0.550004865654199,0.630493025304112,0.690293099490157,0.511529548126595,0.690634677388485,0.359502353653001,0.588725869651016,0.61513384507975,0.506728615128222,0.559056304485562,0.440406521867196,0.496039671945339,0.307332805500794,0.824941410763324,0.512196374752506,0.494701136749683,0.492801447143654,0.594875163810095,0.484687633679198,0.676109026202941,0.546538066440825,0.610709156564531,0.406318790466898,0.464232556000438,0.474091253896721,0.446013856673415,0.642061148999429,0.500054366532947,0.542493086672717,0.629369697269599,0.400735886776228,0.493306751206038,0.478379261091649,0.56954570145625,0.45865747475476,0.540773153642346,0.560750519882734,0.48948997727456,0.791262618807953,0.446989581188063,0.404880217063176,0.662532646821125,0.488862137799296,0.554530228814173,0.510170097788027,0.558286309546287,0.57891239983445,0.81940964311562,0.550041892978163,0.599604716406328,0.554618516115447,0.699653863612596,0.547875607876135,0.832457525927824,0.5670967208229,0.420541844788285,0.52910812706134,0.583505244387013,0.605605649720314,0.64664750392617,0.478375072044293,0.560578597936189,0.482600583120563,0.426084988328474,0.517792464468695,0.524730052977402,0.555058956061263,0.617328204624803,0.482060384111887,0.589898874288973,0.523939699492928,0.556422927211964,0.43136799453709
97,0.594087217959346,0.571956337079351,0.483801939066939,0.463090463264936,0.502322840525139,0.509596404713618,0.679322320877096,0.582474772204814,0.580689271666713,0.45953441871192,0.516493537714549,0.603489708836862,0.572787976161974,0.821735222004771,0.348694948175887,0.766780880864553,0.480605112723666,0.347695725845515,0.671959355584506,0.517582167444103,0.63733220050724,0.503312755665147,0.848190207103682,0.33455153323836,0.680589812402,0.691191066424616,0.647520124929342,0.408310989173929,0.643260413970093,0.964128124598527,0.340584163623567,0.673966857207423,0.439929604581422,0.442828745418652,0.615844261928478,0.399791647871172,0.439840397104308,0.359348483560281,0.642081919484077,0.778846350889423,0.62844743975576,0.492210222358125,0.741903012413583,0.22406155597297,0.309157069214463,0.493861420157808,0.526803900737659,0.371791448278395,0.320721311997403,0.676861053803955,0.360822352239651,0.370342180155348,0.822064415224339,0.843486529870953,0.327323992222937,0.526848371900563,0.393473227606846,0.354120506622693,0.406392851028508,0.673377092100878,0.677450780391463,0.274408229786517,0.522803294675051,0.372148745458049,0.460546157781199,0.329187002181101,0.365944181096476,0.588607846081995,0.678285645548971,0.519395288192842,0.632941539099556,0.468673566002929,0.8023830491693,0.545226548206018,0.595943531015906,0.582562168291368,0.361793815404506,0.828412802435655,0.36482266396731,0.431645106114512,0.594224018050007,0.412365884644436,0.2607275996273,0.635135771629536,0.883800081069372,0.378974223842761,0.407888317502087,0.397945823482548,0.525963891220534,0.753029392089382,0.266844311340036,0.32023932357225,0.666861852824414,0.693768267137473,0.758856813691507,0.515462109376236,0.492642486099045,0.486572475003271,0.487163225239802,0.638080594137515
98,0.626804753176541,0.584162849858532,0.763759755564866,0.612402420829191,0.649041392974416,0.593719674995044,0.581987687174716,0.421035346036589,0.680000345911643,0.44749989830508,0.807253777934893,0.723740333166093,0.487404894451902,0.455139258554333,0.689435446935311,0.597152719995075,0.252436921040872,0.481004783148074,0.514272747378247,0.536035500956569,0.65075300598744,0.391212686212107,0.404943209125239,0.626241712291566,0.449837185743606,0.423613395423245,0.559264157087739,0.883600942992032,0.65851947081689,0.427855369171976,0.611402712665261,0.406263388094071,0.365539663033526,0.436729338405728,0.585964440335651,0.762887228444144,0.469913518813997,0.728613878842368,0.587803940422476,0.410140335970961,0.453567003269933,0.480358377111523,0.423375045144776,0.75025017261577,0.610356424923036,0.515094478301216,0.512882681005347,0.564118450390026,0.636643963908483,0.393597651806505,0.802896292210544,0.849735350754633,0.477429946010308,0.564344337297939,0.577010154693743,0.637055210015638,0.405762637407131,0.459831960720871,0.563715202295431,0.490769455930047,0.376266032248638,0.688169151137383,0.431936672572425,0.310555086966445,0.593782815402898,0.479691553612119,0.454996522032259,0.521933526371657,0.578458220832467,0.379734067742799,0.505499058287368,0.515137490156323,0.431029759811598,0.614786852347628,0.562069482442237,0.445912694586016,0.676314491582558,0.316936812590606,0.462795940191942,0.434537844805336,0.5172407407813,0.642354545658835,0.361191958151482,0.59632177981114,0.737168804950656,0.529505822771441,0.688009366476267,0.405330148384984,0.468161114685166,0.306765446947443,0.727895987534303,0.435175939435332,0.44705858497011,0.542985535990383,0.499051588089105,0.386408405389902,0.611980833827156,0.3237396666112,0.404009092771194,0.476924130210885
99,0.473676064069689,0.643201495569924,0.761299846233372,0.562975217617614,0.386980032579188,0.309886937085205,0.596120633324071,0.961133051221181,0.60452938853219,0.322180604736595,0.456963321246966,0.384882537600775,0.598907205574713,0.306155781153306,0.937635397835176,0.718386273409894,0.583767614969395,0.87935323457389,0.41755568440017,0.594631365801141,0.612961578833301,0.581490885096526,0.927599585996301,0.411773707861134,0.48019623337925,0.733450124632853,0.829474521669817,0.508516815619102,0.37185046729608,0.371622283510269,0.920908338561712,0.502053943601044,0.509111539040559,0.481257342427722,0.372891992244908,0.612983517348114,0.888960076724063,0.691915451682807,0.707760540751752,0.431596489388091,0.844471489646912,0.427820569363069,0.794300954605239,0.231064648682092,0.470991384391038,0.772537361076824,0.679961318132551,0.306134064136939,0.792694700285158,0.83971737359232,0.58039200238162,0.860462049753897,0.737394367599016,0.450686241857126,0.373188693331705,0.542507734813415,0.245411719417672,0.552171901025007,0.335183885567217,0.41591021216117,0.882171244230118,0.606357140306327,0.29757853723387,0.290957088079817,0.588513776760385,0.921333589118804,0.944194616184663,0.630619318101799,1,0.516772250541122,0.583861874117879,0.673612890320975,0.886929861170776,0.41005832935909,0.43721496931941,0.308164977175751,0.678013546304515,0.854066550286866,0.23670646405144,0.56797451549776,0.485580041982704,0.673716904444648,0.774399718907862,0.356160271169898,0.330892693963589,0.681717684462116,0.377973189146551,0.743591361783048,0.714932110926231,0.46945082859557,0.954521416632962,0.823966026150228,0.751846260641085,0.399104410261613,0.251313124696526,0.561141458971527,0.329435496575541,0.397115256647041,0.285599782410871,0.514033532598209
100,0.701894839961986,0.846959978504065,0.426874373333833,0.619459337484461,0.613854729935586,0.536476295459328,0.597693386898809,0.810491138289231,0.498311311866442,0.561359229856977,0.564805141268862,0.605782637366727,0.409838965789902,0.537245623493997,0.531243308745368,0.543884526619307,0.541873319428158,0.534582584030798,0.69450589550287,0.696872337536517,0.503762578419038,0.553421285475394,0.428725361217636,0.530732901207337,0.590762039117843,0.503955804874963,0.64198397811612,0.436244284243713,0.611487999124121,0.550140719213438,0.700851884860572,0.356565522735593,0.845531050432889,0.451924950739503,0.487571706786777,0.428755968487614,0.662810886325287,0.621150603042359,0.77202799366183,0.46680604122843,0.543270679623925,0.742984104160226,0.419156024212168,0.505033880343046,0.46787961013149,0.638324312111958,0.596049190642984,0.527181994951298,0.426607082519919,0.696324534981008,0.3766826708539,0.447410459690895,0.494687089118264,0.561966772846918,0.469754597070364,0.370751278037951,0.76642914267865,0.523481779680511,0.606833266448045,0.271011767277203,0.534572933970265,0.604337750263244,0.310451194903413,0.728923145814498,0.574465245698188,0.385117636991527,0.683664266839651,0.548381183737369,0.408570099464949,0.545214887026296,0.428837261916673,0.296964737757503,0.254592903670332,0.483618775924605,0.78939351295865,0.651340881882345,0.566843780717558,0.263757511998072,0.607290419024982,0.677915267777396,0.698135560938392,0.804641038637675,0.539775379394699,0.359421993578626,0.598503006419167,0.658649694717282,0.34780820446135,0.785405434046711,0.720019005384291,0.61765548690076,0.476250023946777,0.795400835369817,0.562664876063841,0.589865463113028,0.444473526262733,0.413582955626771,0.676335940516579,0.805891651197099,0.536119511092137,0.432019971715595
