,FIG4|9896,HERPUD2|64224,HNRNPD|3184,UBE2R2|54926,TYK2|7297,EXOSC10|5394,ZNF143|7702,ZMYND11|10771,HNRNPA2B1|3181,CCDC55|84081,RAB2B|84932,PEX11B|8799,NAIF1|203245,DCP1B|196513,KAT5|10524,SAR1A|56681,LUZP6|767558,SMAD4|4089,ABCF1|23,ZNF777|27153,HNRNPL|3191,COBRA1|25920,DAZAP2|9802,MEN1|4221,SNIP1|79753,SPPL3|121665,HNRNPK|3190,SAFB2|9667,RUNDC1|146923,BANP|54971,THAP6|152815,EIF4ENIF1|56478,SP2|6668,EIF3J|8669,TBP|6908,ANAPC2|29882,UVRAG|7405,ZNF566|84924,CELF1|10658,ECD|11319,CUL1|8454,MED17|9440,CEPT1|10390,IFT57|55081,GLT8D1|55830,QRICH1|54870,C9orf78|51759,UBAC2|337867,LIN7C|55327,FUBP3|8939,FAM160A2|84067,ZXDC|79364,C2orf3|6936,DDX1|1653,RER1|11079,SAFB|6294,FLII|2314,ZER1|10444,FAM149B1|317662,JOSD1|9929,GPN3|51184,DBR1|51163,ARHGEF9|23229,C17orf39|79018,ARHGAP17|55114,ADCK1|57143,MPPE1|65258,MAP3K7|6885,CETN3|1070,WSB2|55884,SURF6|6838,VPS29|51699,PITPNB|23760,HNRNPH3|3189,BBS2|583,COX15|1355,ACAD9|28976,EIF3L|51386,PRPSAP2|5636,MFAP1|4236,POT1|25913,FNTB|2342,MEGF8|1954,SNRNP48|154007,HECTD3|79654,SRPR|6734,ARHGEF5|7984,SLC24A1|9187,CTCF|10664,CSDE1|7812,MYNN|55892,SLAIN2|57606,MATR3|9782,NSMCE4A|54780,SNAPIN|23557,OS9|10956,VPS52|6293,GOSR1|9527,RARS2|57038,CNOT2|4848
33,6.60193239368245e-09,2.05888294688871e-08,2.79400293587768e-08,5.95289114368237e-09,1.02447153909418e-08,1.77026575687668e-08,2.68210005516991e-08,1.60775304373994e-08,8.18114537956582e-09,2.49672244868772e-08,1.60674079037293e-08,3.9860741527862e-08,1.33065935560125e-08,1.46775602562841e-08,2.30920577101637e-08,7.38444533791159e-09,8.53819951283844e-09,5.72337840628399e-09,8.62864146014716e-09,6.34156429486122e-09,1.85541351244251e-08,8.05344203657684e-09,1.80877194556066e-08,8.63381991727432e-09,2.45757251705017e-08,5.94659139919787e-09,1.54455915038794e-08,9.02720268354437e-09,4.18085122910006e-09,1.33834610938908e-08,2.35845561711604e-08,5.15286393183774e-09,1.02536171622615e-08,1.61040776328091e-08,1.33922497440337e-08,9.210946925368e-09,1.21728614507505e-08,9.09614047062175e-09,1.68683264784686e-08,1.56608196830109e-08,6.6493137347834e-09,1.73285075191339e-08,2.34911728616887e-08,7.88746592267872e-09,1.26771824281313e-08,9.29104053348188e-09,9.1653716218074e-09,5.22871685079608e-09,1.03916894173926e-08,1.03804186723649e-08,1.1123090470175e-08,8.79597746059017e-09,1.59160471812205e-08,2.47758607560233e-08,1.04674679562624e-08,1.14199981895236e-08,4.35589522651882e-09,3.15278992602071e-09,1.39244787754413e-08,1.12944537443668e-08,2.73002687387384e-08,1.6750787528096e-08,7.82265339160694e-09,1.60961602716004e-08,1.4708035915562e-08,5.84990402375896e-09,1.59854182964832e-08,9.32379774213309e-09,7.33052902017612e-08,7.31274491467127e-09,7.05518540004713e-09,3.38225627170106e-08,1.23267882646097e-08,1.69819994240426e-08,8.28363863237605e-09,1.69825783539652e-09,1.26189413907946e-08,3.55523138878333e-08,1.84174205315821e-08,2.20997670583364e-08,1.19051055920343e-08,1.50076829261688e-08,3.69175885641516e-09,1.62624750604725e-08,5.23735085635085e-09,1.36901583374141e-08,4.04535724350152e-09,9.14926412003564e-09,7.97336690439819e-09,1.16393945697889e-08,3.75082447780587e-08,5.98010591912711e-09,1.7400230426777e-08,1.29430009358534e-08,3.62308141045985e-08,1.49002185098774e-08,1.19756188384205e-08,9.81717678631441e-09,1.7797019280437e-08,1.39274137861392e-08
34,1.67989430607592e-08,2.13295172230849e-08,2.92991988159213e-08,1.09287153469191e-08,8.90296166315599e-09,1.89474354545243e-08,3.40086697608944e-08,2.13370863963996e-08,9.92557532728344e-09,2.31078197085961e-08,1.71206461483456e-08,3.59207922479482e-08,2.13234674983489e-08,2.35746825427175e-08,3.42217854813529e-08,1.90184700322296e-08,1.26174957517871e-08,9.80873908380669e-09,1.53975103942258e-08,1.40322714296942e-08,2.94316710414177e-08,1.54896899212461e-08,3.09251773620142e-08,1.11392137137474e-08,2.87511946954417e-08,1.08661571739501e-08,2.48974330674398e-08,1.1294458305947e-08,9.51187050946292e-09,2.15899368999128e-08,2.3769591359123e-08,1.58320671226529e-08,2.07005046873718e-08,1.74472837175603e-08,2.96641001242451e-08,1.77216075333405e-08,1.80809543831038e-08,1.55176737180772e-08,2.38922743033996e-08,2.76025906866481e-08,1.03793555664517e-08,1.6493346594456e-08,2.37372539101273e-08,1.3687592836239e-08,2.07869544058538e-08,2.07308934549835e-08,2.21189210609871e-08,1.11591471295281e-08,1.55936271838349e-08,2.08849307149055e-08,1.24112315252771e-08,9.53696587742197e-09,1.6154421290671e-08,2.2257659220225e-08,1.09956525095847e-08,1.28007412251691e-08,5.31067920501566e-09,1.09046520370865e-08,1.68493565741088e-08,1.47154652152607e-08,3.03461574202482e-08,2.3588722731897e-08,1.48800577781133e-08,2.12170778922523e-08,1.89356694171035e-08,7.0292731524927e-09,1.04893156849932e-08,1.81007272170993e-08,5.7804085074965e-08,1.25210907970606e-08,1.35941112950285e-08,3.40433725184046e-08,2.36054670307698e-08,2.75266953932059e-08,1.49060453863139e-08,4.5139761778906e-09,1.41152882512225e-08,3.30536518362994e-08,1.69692148393578e-08,2.20441215836384e-08,1.45880598868877e-08,1.48773394808027e-08,6.06922183042924e-09,1.85672760757641e-08,9.74874597164859e-09,2.01636124804829e-08,7.34584217649364e-09,7.87867912603469e-09,1.81947660127928e-08,2.03269136618549e-08,2.95689581506702e-08,1.21178022071916e-08,2.09956755202889e-08,2.43903586398113e-08,3.98641223784527e-08,1.6983324237336e-08,1.35457027118863e-08,1.10318983503699e-08,2.96527300153175e-08,1.83115122011819e-08
35,1.67413217474544e-08,2.46084893916664e-08,4.14696329696283e-08,8.92029610554643e-09,1.05348297026917e-08,1.96686602778547e-08,3.35635735920637e-08,1.62502140953354e-08,1.14726581541601e-08,3.08000220083185e-08,2.6359063756955e-08,3.01523187318862e-08,1.75108106400581e-08,1.88330310012969e-08,4.10230361527464e-08,1.85145416713952e-08,9.13894358554583e-09,7.92920472851801e-09,1.65401378284775e-08,1.21076691098305e-08,2.9263283347454e-08,1.60260580608964e-08,2.15451653030015e-08,6.87918549340875e-09,2.28763447542965e-08,7.64999730339975e-09,2.59834633138582e-08,1.39525340623344e-08,9.24502873633509e-09,1.54364302460619e-08,2.30725350326345e-08,1.62020238246603e-08,2.10397723500006e-08,2.2599086628878e-08,3.50170461681556e-08,1.91615001755501e-08,1.40650475445163e-08,1.15862200355197e-08,1.94486727779719e-08,3.84574513591581e-08,1.09212268564824e-08,2.2623580511577e-08,2.52421063868938e-08,1.39477253341565e-08,9.87319074502279e-09,1.3867568583653e-08,1.9025644438095e-08,7.7408678016632e-09,1.51315366525234e-08,2.15913802148455e-08,1.89624223949857e-08,8.04555957309747e-09,1.90365109508302e-08,1.98801245664372e-08,9.69426353760696e-09,1.6941663321318e-08,5.25620241459659e-09,6.20526472574382e-09,2.57049658771176e-08,1.93428735894239e-08,3.13053957981081e-08,2.0165382445297e-08,1.44189628269739e-08,1.5885464450144e-08,2.48173759133695e-08,4.3130357402238e-09,1.38406991740696e-08,1.84223532130927e-08,6.92776991648153e-08,8.97779025904099e-09,1.93940585574007e-08,3.60718973127062e-08,2.40150739930285e-08,2.65432202532694e-08,1.16434244749802e-08,4.4352060557583e-09,1.82149274057726e-08,3.29821022521041e-08,1.82730091115746e-08,2.08170349065359e-08,1.36685945290834e-08,1.75660050240091e-08,3.67641599712243e-09,1.78917914694444e-08,9.15536881233184e-09,1.88797438634986e-08,4.77599832001181e-09,3.86502036601046e-09,1.91552040419113e-08,1.73390730850745e-08,3.44132727706363e-08,1.12809166960384e-08,2.13295451965371e-08,2.64796906864536e-08,4.10254639557209e-08,1.42186651390112e-08,1.57165924665326e-08,1.02849118674082e-08,4.00296579714396e-08,1.85024550926147e-08
36,1.27045087673872e-08,2.36631065835142e-08,2.73715606589709e-08,1.11855450137923e-08,1.1499553906029e-08,2.07481385136349e-08,2.62859834040807e-08,1.61826561573781e-08,9.43534928915017e-09,2.1809695336713e-08,2.31841861331962e-08,3.96391774868665e-08,1.51229304615092e-08,2.14662041296774e-08,2.70437084350581e-08,1.75787544991499e-08,1.00898933458771e-08,6.76230684529767e-09,1.48777000704927e-08,1.11314581458876e-08,2.89991003579301e-08,1.65985959005876e-08,2.29683375996108e-08,1.28902912087827e-08,2.88677552874709e-08,9.35006150404248e-09,2.64165708646285e-08,1.47786845880319e-08,6.68473270637752e-09,2.24066606403357e-08,2.66040276344741e-08,1.12846542713269e-08,1.83008547043981e-08,1.54792688633504e-08,2.55370528859516e-08,1.684910886699e-08,1.24847578283169e-08,1.47130074855932e-08,2.11266308535401e-08,1.97492349498645e-08,7.39047328876309e-09,2.36338331863537e-08,3.66591114260189e-08,8.06409331884555e-09,8.86733211486879e-09,1.19650505667642e-08,1.95687914718576e-08,1.17835060248485e-08,1.30870241267418e-08,1.98999956964267e-08,1.43898795136902e-08,1.04323938643133e-08,1.34666572034264e-08,2.13854152122059e-08,1.05603052515932e-08,1.42597541200187e-08,7.96354065087247e-09,7.62411388374734e-09,2.56328651087151e-08,1.62379345761678e-08,1.96263046914017e-08,2.42788371376055e-08,8.12502525127324e-09,1.51289313801543e-08,1.65216288757335e-08,6.77695664626425e-09,1.76595843839274e-08,1.40018565198665e-08,5.11283903451734e-08,1.8679853679808e-08,1.53723265566221e-08,3.16140024149325e-08,1.47604517985728e-08,2.2502024383592e-08,1.18848739704314e-08,5.5386526282602e-09,1.33821902085669e-08,2.57350423522506e-08,2.2222488678578e-08,2.65494279595644e-08,1.58511558945638e-08,1.90390059337294e-08,5.01109699207146e-09,2.1440576692224e-08,1.32675443585837e-08,1.68319667902848e-08,8.48570735095457e-09,7.10092071084835e-09,1.66849690292446e-08,1.67566012481477e-08,2.96574474453015e-08,8.47577064478257e-09,1.61036219634085e-08,2.29450124871252e-08,4.65059612401001e-08,1.25039642338788e-08,1.27547234397221e-08,1.0383224577843e-08,2.94258102647287e-08,1.84542836336159e-08
37,4.54872448075477e-10,0,1.3487738319358e-09,9.52228446439454e-09,2.36403681075186e-09,0,0,5.53144637787109e-10,0,0,0,2.08826725829771e-08,1.21414559976489e-08,5.40826339935221e-09,5.54054297661368e-09,2.44397041124019e-09,1.89778517203639e-09,1.63922770515683e-09,3.37684095204818e-08,4.10858586965807e-09,0,2.77136096519586e-08,3.01018935041148e-09,6.53370186327813e-09,1.44666918460932e-09,0,3.68348954060787e-09,0,1.76730962957445e-09,2.34051606123352e-08,0,7.59292148690239e-10,9.80327172731743e-10,1.24865046535931e-09,0,5.38334049130359e-09,0,0,0,0,0,0,0,0,6.59087582445648e-09,6.43847428510384e-10,1.0642124227583e-09,6.24883130856603e-09,0,0,1.66206528385044e-09,0,0,4.40314545418848e-10,4.69076730548011e-09,3.08357269209335e-09,0,6.20599670380799e-09,0,0,0,0,0,0,3.73636064169716e-09,1.96915586970913e-08,1.60195342769435e-09,0,0,2.68437604298652e-09,1.06265114380906e-08,0,1.49106315222632e-09,8.13221065055529e-09,0,7.99289629699568e-10,7.02412061030716e-09,1.8597035218801e-08,1.09946489056212e-08,5.1290097329026e-09,0,0,4.17466120110527e-09,0,9.50500454285638e-10,0,5.01258363623803e-09,8.7617372968221e-10,0,4.60933690886651e-09,0,0,3.62299138477752e-09,0,0,9.95993703099171e-09,3.32732384799252e-09,0,0,3.05151300536047e-09
38,1.44107843930488e-08,2.07341694060446e-08,4.13226305822673e-08,1.28944987458594e-08,7.01638742173014e-09,1.4516675229528e-08,3.0460301964752e-08,1.90697451927391e-08,1.05770369395128e-08,2.6791839123337e-08,1.98806732397459e-08,3.7805364747959e-08,2.01256707451392e-08,1.67100040065226e-08,2.86355559578466e-08,1.99859301442725e-08,1.28863369546694e-08,7.47815880479729e-09,1.23785487195702e-08,8.05004833721162e-09,2.67001793109601e-08,1.18673309884625e-08,2.94759662052009e-08,9.43022107075573e-09,3.59658630457988e-08,1.11881536265862e-08,2.73400467114083e-08,8.65411909213333e-09,8.85105965643212e-09,1.19606554954715e-08,1.94632428382915e-08,1.06549210478062e-08,1.74519385918489e-08,2.52082011977328e-08,2.71339787512847e-08,1.14286795346003e-08,1.48284871299525e-08,1.98087450734503e-08,2.03499066210383e-08,2.74170256590886e-08,1.03625058639092e-08,1.80032908078708e-08,2.88963466651943e-08,1.03361457682544e-08,1.29695470129716e-08,1.28209300975782e-08,2.18594472506791e-08,9.10064030853235e-09,1.86862191311394e-08,2.00282688936919e-08,8.70435332245466e-09,6.67536294314441e-09,1.75256448046114e-08,2.41477201173125e-08,7.89612938790085e-09,1.35612876102093e-08,3.97529638564012e-09,6.49081061298775e-09,1.72422608227749e-08,1.48007197661976e-08,3.26309906217266e-08,2.82350986155071e-08,9.77140052360676e-09,2.20819568680995e-08,2.09788209890265e-08,5.18832345074434e-09,5.48013382228768e-09,1.52737324835027e-08,6.92211462103333e-08,1.46324652928924e-08,1.26436089205531e-08,4.40006557894683e-08,2.82076870964251e-08,2.73975868995596e-08,1.00615538611389e-08,3.76837573339425e-09,1.37815043710989e-08,2.92525901063518e-08,1.75253380580631e-08,2.4418292134715e-08,1.41034509975975e-08,1.25798955733502e-08,4.40307715241813e-09,1.92345300699003e-08,7.62428600057826e-09,1.61621135495703e-08,3.83106317258775e-09,6.28022873450082e-09,2.07089208487727e-08,2.08375840076473e-08,2.81386801080653e-08,1.39746379360035e-08,2.17385102244521e-08,2.65379450876716e-08,4.20116618712454e-08,1.54520351732131e-08,1.17792848644773e-08,9.57986385148507e-09,3.82854714794321e-08,1.91210013185408e-08
39,2.07719935460251e-08,2.52791258724375e-08,2.24033044993181e-08,6.15684926579974e-09,1.1570763764368e-08,1.96107082385427e-08,3.32129435042057e-08,1.98542752183645e-08,8.47271804735327e-09,2.07140709036363e-08,1.07195650893941e-08,2.77853983435329e-08,1.99829007336879e-08,2.65135368363374e-08,2.55096099835707e-08,1.69366452434077e-08,8.4751714616166e-09,8.96131307410482e-09,1.27365697569995e-08,9.66192177104466e-09,2.64123952280274e-08,1.06765215710656e-08,2.25733954847927e-08,1.19305571232564e-08,2.38365836023263e-08,1.16222089449135e-08,1.90562050427576e-08,9.6106106102445e-09,8.45098919975335e-09,2.40428839102237e-08,1.62694007074769e-08,1.19025034178613e-08,1.70314349780642e-08,1.90946167069114e-08,2.26234516929088e-08,1.0178975468078e-08,1.43136532752259e-08,1.28687869894337e-08,2.21214375241742e-08,2.69616782723133e-08,8.87887633266206e-09,1.67107699637151e-08,2.9181591518913e-08,8.21974620794899e-09,1.28825084045913e-08,1.31494835681768e-08,8.01362053449353e-09,8.61275673682709e-09,1.21463134853116e-08,1.26262941341653e-08,1.0899661710719e-08,6.49953096922262e-09,1.26634454087966e-08,2.06455839362732e-08,1.14655116887277e-08,1.16132911830902e-08,6.26402831283363e-09,5.4141119873557e-09,1.61057349444617e-08,1.40662093792411e-08,2.4432459317497e-08,1.82243103795986e-08,8.69122644499032e-09,2.02921614279456e-08,2.07843908888192e-08,8.75070421546743e-09,1.35334627770921e-08,1.90961584528328e-08,5.0051094566413e-08,1.55418252030198e-08,1.03775362115524e-08,3.75079957071593e-08,1.92395577713501e-08,2.27163000018327e-08,1.12635642862182e-08,4.2264863125474e-09,6.6970151375178e-09,2.69126952240025e-08,1.09319378242028e-08,2.33083837529891e-08,8.87262685542895e-09,1.03737347894797e-08,8.44761581900957e-09,1.74461858705156e-08,9.92995308622214e-09,1.89366116698318e-08,5.42313960278746e-09,8.51937419475657e-09,1.53014506063242e-08,1.74397983181604e-08,2.76965554475731e-08,1.16636982984154e-08,2.09170276433331e-08,1.94629340104213e-08,4.18574286812822e-08,1.77659984784408e-08,1.64870172294078e-08,1.04970745031849e-08,3.30232741494748e-08,1.71103036233959e-08
40,1.3425836067762e-08,2.8411381459519e-08,3.09530129256488e-08,9.81681611983264e-09,1.45802148543072e-08,2.15435235964155e-08,3.20356310440028e-08,2.46556166219215e-08,1.65906551218563e-08,2.84524733023368e-08,2.40116473530429e-08,4.10147371016304e-08,2.32623597954619e-08,2.47776787573537e-08,2.82911180912894e-08,1.72850357133227e-08,9.75093206093928e-09,9.79223175967968e-09,1.30250912573908e-08,1.3356379954648e-08,2.86975296328984e-08,1.70721914698104e-08,2.67869387060977e-08,1.30748481731525e-08,3.12497665160698e-08,1.03566258473313e-08,2.50068331289099e-08,1.66409256388096e-08,8.73941322261008e-09,3.03916928987706e-08,3.17135487459428e-08,1.46326698831724e-08,2.70236409354007e-08,2.00428369229371e-08,4.37041514186218e-08,2.30346367660608e-08,1.75867306175146e-08,1.65138262672381e-08,2.68090867546852e-08,2.65569187528387e-08,1.48129490219183e-08,2.39679020458609e-08,3.58831391703605e-08,1.14150598614846e-08,1.5219147830247e-08,1.69769988168201e-08,2.24546637156158e-08,7.79763405723065e-09,1.13753168345205e-08,2.26276109515571e-08,2.26892963265479e-08,1.30258103252706e-08,1.71148088324413e-08,1.71421212006404e-08,1.07390746056859e-08,1.85038936018357e-08,5.50191037113142e-09,7.65670296629157e-09,1.98432653750265e-08,1.83804675058741e-08,2.90878726678318e-08,2.35869953517385e-08,8.84781263030487e-09,1.49206641939811e-08,2.59796917987345e-08,8.41001561011903e-09,2.13621475420159e-08,1.92432149696359e-08,7.87693648283718e-08,1.00455131519201e-08,1.92567002145507e-08,3.74551697860103e-08,2.08113514729253e-08,4.10899812902209e-08,1.62483536125892e-08,4.24692978228308e-09,1.28067468212953e-08,2.16791574437182e-08,2.3880103762257e-08,2.87548184635623e-08,1.89379474027921e-08,1.28134988907767e-08,4.9407682456181e-09,3.30307871073584e-08,1.01048848683093e-08,1.7179076748432e-08,5.19912438094309e-09,8.69481680931259e-09,2.13435719288444e-08,1.54578043120347e-08,3.30093895417446e-08,1.10217504144908e-08,2.03549746601289e-08,5.20409440790436e-08,4.58026647844979e-08,1.35665066999581e-08,1.47287253708126e-08,9.51262564044286e-09,3.30598336953505e-08,2.06086127434833e-08
41,1.62255085366709e-08,2.31118300350687e-08,3.05780560489715e-08,6.96952956823324e-09,1.14218912717365e-08,1.82311270611671e-08,3.40425425157488e-08,2.41147825819246e-08,9.9849611517179e-09,1.97601656385567e-08,1.91093313272981e-08,3.49066274237773e-08,2.07561816842994e-08,2.80185566340532e-08,4.00365363149188e-08,1.77120711734481e-08,1.19786651845126e-08,8.89916398191713e-09,1.04396707460043e-08,1.30894730257253e-08,2.46432492758582e-08,1.84828304122699e-08,3.13996739967376e-08,1.35099487558593e-08,6.91706913835145e-08,8.97489822852708e-09,2.62736665040831e-08,9.60413652730422e-09,7.78184183945097e-09,3.09765603629726e-08,2.28209875734193e-08,1.14715589633263e-08,2.29514563261516e-08,1.66180567471383e-08,3.41196276035707e-08,1.70788134854095e-08,1.53948847714683e-08,1.94688960980964e-08,1.67179550799013e-08,3.19316671632045e-08,1.23219559888772e-08,2.27500996900384e-08,2.51656550827581e-08,1.45292166929752e-08,2.85634903081886e-08,2.1380176997141e-08,1.75928692138716e-08,1.00369265452015e-08,1.38678556734866e-08,1.90368478133514e-08,1.7005363220076e-08,9.20788488918222e-09,1.59255668675618e-08,1.82068693213867e-08,9.54767603293794e-09,1.40487282107214e-08,4.58842373959538e-09,8.74501428056961e-09,1.81680576924631e-08,1.90316452251235e-08,3.43837827801317e-08,2.36843562321506e-08,1.16702907674947e-08,1.94218459506917e-08,2.29344613923815e-08,3.17313801300979e-09,8.18088120785374e-09,1.92190980191021e-08,7.2449968477517e-08,8.46890820097312e-09,2.0471524143581e-08,2.68749628796439e-08,2.34440265025556e-08,3.5766566467587e-08,1.61361726550486e-08,3.88883444300394e-09,1.26808918121307e-08,4.30101819168307e-08,1.65128568231185e-08,2.99538333676394e-08,1.37717282144031e-08,1.68381323378671e-08,5.88436327689099e-09,2.05567700851948e-08,5.80641300376839e-09,1.72160294653503e-08,8.34727162883056e-09,9.01556839566889e-09,1.73989147327873e-08,2.21890696678268e-08,3.91050004794963e-08,1.17028557469076e-08,1.78557121760456e-08,2.45198151656613e-08,4.61524068565691e-08,1.75323574567045e-08,1.02195853511846e-08,1.05148026210583e-08,3.15995467825482e-08,1.79526750599717e-08
42,1.81680024134551e-08,1.78349239804578e-08,1.18737476629893e-08,1.19807672366211e-08,7.49239592227625e-09,1.12460592660529e-08,1.63460055757246e-08,1.8528728975129e-08,5.30748139423147e-09,1.60195106006603e-08,1.07653056937318e-08,2.45241862841296e-08,1.38667230668315e-08,1.60546260215032e-08,1.53250187067046e-08,1.45552798397632e-08,1.52351103398555e-08,5.71264303260646e-09,9.47551690375166e-09,8.81958731666736e-09,2.26042491751827e-08,8.68477112438366e-09,2.7416168100379e-08,8.14440657632689e-09,1.50114397579973e-08,1.49446962115116e-08,2.332292957314e-08,3.96718596330964e-09,6.59031952773632e-09,1.08278707160392e-08,1.72587990944823e-08,1.23396378761801e-08,1.0357190038628e-08,2.4725388131037e-08,2.16381817416938e-08,6.77678317735197e-09,8.34060324723459e-09,7.73771160669122e-09,1.51939622014724e-08,2.26422646551873e-08,1.42812032181386e-08,1.18822823372076e-08,2.1551909827212e-08,1.12574571704265e-08,1.23303753104274e-08,9.6269954928562e-09,9.48726192700405e-09,1.0687794291652e-08,9.72255550552544e-09,1.7604290717338e-08,5.35179083618263e-09,7.28673595578769e-09,2.43590320860065e-08,2.52117151167473e-08,1.21342130557441e-08,3.57392863461771e-09,4.18084106523521e-09,6.78611378320058e-09,9.525776635554e-09,1.23363827287931e-08,3.26153268051031e-08,2.73192558226123e-08,5.36662368121664e-09,1.6775806897424e-08,9.72127017630688e-09,6.73113784494914e-09,1.60080802039706e-08,1.53173272341415e-08,9.45777522977744e-08,2.73724510725631e-08,2.92253850926497e-09,4.04516678276992e-08,2.56389481843789e-08,8.48501661715736e-09,1.85667242943015e-08,3.82996365605734e-09,2.31934421912371e-08,4.71970041917224e-08,2.04799379274836e-08,2.0916488470287e-08,1.44015456807835e-08,1.19219704086071e-08,6.80281114473096e-09,9.90959927498187e-09,5.60536771509875e-09,1.28188420451094e-08,6.26305207452719e-09,7.92854509234898e-09,1.5328582646891e-08,1.41856834259892e-08,2.01342582440488e-08,9.65998719976599e-09,2.05678829589254e-08,1.21935924576012e-08,3.10396358815061e-08,8.61686921406163e-09,1.38294802231806e-08,1.15894651304966e-08,3.87681327210188e-08,1.61603154120912e-08
43,1.43951350676022e-08,2.93278273579397e-08,3.29660034759848e-08,1.02907682758413e-08,9.69060955921055e-09,1.6563856716687e-08,2.99917421540746e-08,2.11418925937644e-08,1.18896631621206e-08,2.77045352880157e-08,2.42907149543191e-08,3.6949142560451e-08,1.48500582633568e-08,1.5345969242118e-08,2.83629166760168e-08,2.38707685791847e-08,1.14946591899061e-08,7.7819982836913e-09,1.6359402226724e-08,1.19930386126553e-08,3.060574554768e-08,1.32922840994073e-08,2.84195925503314e-08,1.13690461724852e-08,2.49949476563719e-08,9.90760433099492e-09,2.70448424425533e-08,1.07729222109541e-08,1.04066872930379e-08,1.923372113458e-08,1.59049768158286e-08,1.50984974104631e-08,2.23900189223075e-08,2.14777701557721e-08,2.54215692817141e-08,1.34369282702294e-08,2.01825409120555e-08,1.19358852467723e-08,2.37764837396077e-08,3.13591478852828e-08,1.74843489788789e-08,1.56089988472777e-08,2.92973059135765e-08,1.19494802553577e-08,1.55763674342786e-08,1.42007098922831e-08,2.11869538707623e-08,8.82397546455739e-09,1.29438116448149e-08,2.3032696436711e-08,1.07554287562355e-08,8.52918468744172e-09,1.72632155060449e-08,2.0811011908816e-08,1.11922913556834e-08,1.43284406500292e-08,6.17153412870627e-09,8.70761928157129e-09,1.9461572329014e-08,1.96150913930063e-08,2.39792227528977e-08,1.9081119875929e-08,1.21290674293029e-08,1.84133476602451e-08,2.60621491244292e-08,8.09871552744028e-09,1.18110333764024e-08,1.51746759854418e-08,5.86771297002565e-08,1.25164743048481e-08,1.42189382765431e-08,3.15831664718943e-08,2.4679836752942e-08,3.09544176003991e-08,1.1389756004115e-08,3.17846290477244e-09,1.45598063220902e-08,2.21788645240117e-08,2.12105447014251e-08,2.15952141065509e-08,1.17328839302064e-08,1.45329387257039e-08,5.64787985455635e-09,1.59254278363813e-08,8.04974051068592e-09,2.46948148101555e-08,5.71722261970465e-09,6.44185348533064e-09,2.14618496735168e-08,1.90727524842468e-08,2.51924738323994e-08,1.23031651201629e-08,1.78721825457864e-08,3.73201638978604e-08,4.58685203397959e-08,1.40664885435532e-08,1.13520275051109e-08,9.36056830341473e-09,3.67242282359522e-08,1.82712643412441e-08
44,6.93716809921164e-09,1.3372761238592e-08,2.08265598296434e-08,4.68803740684081e-09,8.55563126003608e-09,1.06918720322984e-08,1.51648621012294e-08,6.28856632899995e-09,5.7667636204226e-09,1.31203224814353e-08,1.45642089378141e-08,1.75509785819717e-08,1.8161266260254e-08,1.0105035962968e-08,1.91726248489148e-08,8.57410318305857e-09,3.49914763521746e-09,1.9009275891996e-09,8.43514196220919e-09,6.90392126236849e-09,1.86491780291734e-08,1.02816351183359e-08,1.06612352169269e-08,1.05988444891704e-08,1.31103782638793e-08,6.54413420123547e-09,1.26294636964957e-08,8.33747623502806e-09,5.0411759412163e-09,9.20852105789951e-09,1.49534023516533e-08,4.3495127884048e-09,7.26769536991465e-09,9.25642122692872e-09,1.61446710686503e-08,1.30073877120688e-08,9.20254610602273e-09,5.80024189318961e-09,7.90591968843053e-09,1.52643723349317e-08,3.45377050694181e-09,1.30831521702208e-08,2.19210634220537e-08,6.03744770452134e-09,8.73626428854276e-09,5.5095904373133e-09,2.00206519023015e-08,6.67059924876083e-09,7.18803434915279e-09,7.93326808578461e-09,1.01796498536409e-08,5.23382077813538e-09,7.16601988884513e-09,1.14731350969354e-08,8.80572710708906e-09,8.37080130696996e-09,3.76949554196431e-09,5.24739256343672e-09,1.30326916494523e-08,1.14712668682443e-08,7.56656783174138e-09,9.83869902163011e-09,3.79910630484902e-09,1.02683429565299e-08,1.4879529080158e-08,4.09431772369892e-09,8.85501110846802e-09,4.68188803452554e-09,4.17370590992338e-08,8.41687168326675e-09,8.76640861008174e-09,2.35074188646131e-08,1.01642316050974e-08,1.25425806070703e-08,5.45519694685023e-09,1.68480312150698e-09,9.25559795277903e-09,1.45066681310716e-08,1.33950772049765e-08,1.10430073482768e-08,5.39347960342379e-09,1.11372357543828e-08,3.35873830833911e-09,7.42157155964568e-09,8.84561726457864e-09,1.27180242615068e-08,3.02855980295331e-09,1.59949585294073e-09,1.18224173565317e-08,6.28028619400011e-09,1.70598123689395e-08,4.10130646521275e-09,8.05445841139523e-09,1.75778357803131e-08,2.99860490434403e-08,6.71607906536275e-09,7.41960901999873e-09,4.40383751316709e-09,1.74779739428549e-08,1.04420884299505e-08
