,AT1G01040,AT1G01450,AT1G07025,AT1G14688,AT1G21230,AT1G35500,AT1G61190,AT1G66490,AT1G70040,AT2G18530,AT2G21070,AT2G27380,AT2G31141,AT2G34320,AT2G36710,AT2G44735,AT3G11310,AT3G20480,AT3G21990,AT3G25090,AT3G26395,AT3G30720,AT3G43750,AT3G45140,AT4G01435,AT4G03050,AT4G07965,AT4G08990,AT4G14140,AT4G15050,AT4G15975,AT4G22050,AT4G31640,AT4G32105,AT5G06811,AT5G07310,AT5G12090,AT5G14760,AT5G22190,AT5G25320,AT5G25370,AT5G27890,AT5G28660,AT5G35760,AT5G38940,AT5G39100,AT5G43755,AT5G54030,AT5G55800,AT5G56920,AT1G14688,AT1G22015,AT1G23130,AT1G27550,AT1G29410,AT1G35610,AT1G35860,AT1G43680,AT1G69940,AT2G07220,AT2G18530,AT2G24760,AT2G27380,AT2G31150,AT2G34100,AT2G34320,AT2G44735,AT3G05410,AT3G17480,AT3G22710,AT3G25460,AT3G26800,AT3G29150,AT3G29634,AT3G43690,AT3G44235,AT3G45200,AT3G49230,AT3G52510,AT3G55860,AT4G00130,AT4G08535,AT4G08990,AT4G29200,AT4G29654,AT4G32110,AT4G32208,AT5G02700,AT5G12090,AT5G24480,AT5G26970,AT5G27800,AT5G35760,AT5G38940,AT5G42430,AT5G55800,AT5G56920,AT5G57670,AT5G60560,AT5G64685,AT1G03106,AT1G11460,AT1G11593,AT1G14688,AT1G15010,AT1G18310,AT1G22010,AT1G27550,AT1G29410,AT1G31163,AT1G34580,AT1G35610,AT1G47280,AT1G49500,AT1G49700,AT1G54950,AT1G62540,AT1G65681,AT1G70270,AT2G02650,AT2G07020,AT2G08986,AT2G14755,AT2G16676,AT2G18480,AT2G24870,AT2G29605,AT2G31141,AT2G31150,AT2G34320,AT2G34655,AT2G44735,AT2G46190,AT3G04180,AT3G43750,AT3G55860,AT3G57110,AT4G08535,AT4G08870,AT4G15440,AT4G18110,AT4G24770,AT4G29200,AT5G12090,AT5G36180,AT5G39620,AT5G43755,AT5G45570,AT5G52070,AT5G56920
1954,0.630107853562206,0.684397163120567,0.905263157894737,0.127753303964758,0.237695078031212,0.917127071823204,0.0069686411149825,0.0857933579335793,0,0.763326226012793,0.34375,0.644768856447689,0,0.426795580110497,0.432432432432432,0.0588235294117647,0.238130021913806,0.205764611689351,0.0467980295566502,0.267538644470868,0,0.878524945770065,0.262474998752851,0.0037099494097807,0.863517060367454,0,0.848485168502238,0.867469879518072,0.619807244931871,0.896251089799477,0.683741648106904,0.213216957605985,0.907294832826748,0,0.20820189274448,0.343455497382199,0.0276110444177671,0.363470652570179,0,0.154575432811212,0.354749376903905,0.630706921944035,0.0511627906976744,0.342155009451796,0.652777777777778,0.864265927977839,0.403693931398417,0.0512605042016807,0,0,0,0,0.0173775671406003,0.62258543833581,0,0.239087947882736,0.394856278366112,0.371303395399781,0.590717299578059,0.414581066376496,0.308724832214765,0,0.352005092297899,0,0.297251442144554,0.0225269343780607,0,0.276152832674572,0.0087565674255691,0.0243055555555556,0.474178403755869,0.25,0.460370994940978,0.309240622140897,0.0484683986041101,0.34156378600823,0.471556886227545,0.279707495429616,0.0534429599177801,0.574282147315855,0.505917159763314,0.0909090909090909,0.356803995006242,0,0.336065573770492,0,0.0577850486126851,0.0111731843575419,0,0.336477987421384,0.442263279445727,0.283080260303688,0.0565217391304348,0.15748031496063,0,0,0,0,0.0024783147459727,0.035426731078905,0.051625784369652,0,0.0336015144344534,0,0.101592920353982,0.0165331169489806,0,0.0929317131610474,0,0.111819235225956,0.0003186743148502,0.0170411375230652,0.0366959478605837,0.009219301686936,0.0586625416468348,0.0573922047185859,0.0844370860927152,0.0101845957988542,0,0.0002609830361026,0.0334130847289828,0.0378081298541004,0.0529886914378029,0.196402077151335,0.0397310513447433,0.0900155199172271,0.0378664495114007,0,0,0,0.177413201068295,0,0.0469483568075117,0.0940907938118184,0.0058373669780102,0.102136317395727,0,0.0024994319472847,0.0240668422486604,0.0898628795298727,0.0579510175922732,0.0470845880098549,0,0,0.0217891557601036,0.0055397727272727,0.044205495818399,0.0888606791494764,0.0543794521922344,0.0007535795026375
2016,0.594594594594595,0.651906519065191,0.820239680426099,0.0686106346483705,0.0711793440334962,0.944244604316547,0.0671273445212241,0.0273396424815983,0.177752293577982,0.784543325526932,0.170289855072464,0.770413064361191,0,0.628664495114006,0.337370242214533,0.0196172248803828,0.198308993082244,0.304307974335472,0.0035971223021582,0.860851505711319,0,0.848484848484849,0.262474998752851,0.0755458515283843,0.320284697508897,0,0.848485168502238,0.0648854961832061,0.627924817798236,0.87696335078534,0.637350705754614,0.15968992248062,0.854571634269258,0,0.305483028720627,0.367280606717226,0,0.349781659388646,0.115234375,0.415865384615385,0.22763954270343,0.683372641509434,0.0314285714285714,0.924157303370786,0.718475073313783,0.769585253456221,0,0.326741996233522,0,0,0,0,0.023489932885906,0,0,0.299618320610687,0.416521739130435,0,0.575070821529745,0.395259449071108,0.350073855243722,0.378867924528302,0.492950391644909,0,0.337416616130989,0.15,0,0.352546166759933,0.0287474332648871,0.0615671641791045,0.584935897435897,0.228643216080402,0,0.298418972332016,0,0,0.472929936305732,0.295064377682403,0.0304232804232804,0.478818998716303,0.502640845070423,0,0,0,0.260057471264368,0,0.0577850486126851,0.0067340067340067,0,0.362609786700125,0.0142630744849445,0.286452947259566,0.341954022988506,0.148148148148148,0.0046367851622874,0,0,0,0,0,0,0,0.0209923664122137,0,0.144686299615877,0.0325574543311727,0,0,0,0.164348925410872,0.0162239958131624,0.0149824673254702,0.0239848516726278,0.0158968206358728,0.0168127347522804,0.109151414309484,0.0164980732177264,0.0471480382459611,0,0,0.0329551060680809,0.045383795178508,0.0463072006416203,0.213138509841807,0.0821304849884527,0.0883765609990394,0.0621996796583022,0,0,0.0065769805680119,0.129340714645194,0,0.0643469971401335,0.100777511961722,0.0058373669780102,0.0926781804913646,0.0221380716574425,0,0.0196995464852608,0.0963791267305644,0.0409614082599865,0.053525209649032,0,0,0.0334963325183374,0.0018646280067126,0,0.104086196381378,0.11209846892825,0
2171,0.595726495726496,0.717525773195876,0.744588744588745,0.0555555555555556,0.219132369299221,0.912060301507538,0,0.0663983903420523,0.694280078895464,0.904255319148936,0.221396731054978,0.799072642967543,0.267712719085525,0,0.526728330321019,0.0502202643171806,0.154711673699015,0.194503171247357,0,0.17319587628866,0.103228090960891,0.673748056739633,0.262474998752851,0.0822722820763957,0.874113475177305,0,0.917920656634747,0.431246342890579,0.566581306017926,0.38390092879257,0.602611940298508,0,0,0,0.0296540362438221,0.253731343283582,0.9609375,0.421500386697602,0.17095337109851,0.478371501272265,0.437826541274817,0.5983860955928,0.7313769751693,0.919107391910739,0.195767195767196,0.851289833080425,0.0813253012048193,0.379439252336449,0,0.0050251256281407,0,0,0.228263592127273,0.20338534955259,0,0,0.528104575163399,0.391076115485564,0.697892271662763,0.453695836873407,0.415697674418605,0.559080962800875,0.533490937746257,0,0.46463212680388,0,0,0,0,0.0310077519379845,0.535897435897436,0.184859984370617,0,0.271880819366853,0.540540540540541,0.481042654028436,0,0.447826086956522,0.0515908345712547,0.693606755126659,0,0.103567318757192,0.133276377616403,0.575609756097561,0.414634146341463,0.0514699575869047,0.0577850486126851,0,0.737748344370861,0.481108312342569,0.570397111913357,0.324965132496513,0.374384236453202,0,0,0,0,0.336197636949517,0,0.0405729554748152,0.0178148498876755,0.0105996522816024,0.115958668197474,0,0.143534994068802,0.0021027335536197,0.0015428183204783,0.0295851472084987,0,0.109275053304904,0.0113811135035374,0,0.0153649167733675,0.080558779053007,0.0583965687891785,0.20126582278481,0,0,0.0131205705151008,0,0.0396083667111704,0.0552513082633565,0.0463072006416203,0.180760928856082,0.0784412955465587,0.226145755071375,0.110693813006523,0.0267898755427284,0,0,0.109447004608295,0,0.0568823273990447,0.0299868399960474,0.0058373669780102,0.166258570029383,0,0.0120247568523431,0.0896057347670251,0.081151832460733,0.0580095795635977,0.123015873015873,0.124352331606218,0.143064107207534,0.0641983695652174,0,0.0458254865034526,0.13886606409203,0.0164306939346268,0
2202,0.626762246117085,0.54414125200642,0.8274231678487,0.101449275362319,0.127833182230281,0.915451895043732,0.0473186119873817,0.072289156626506,0.0027027027027027,0.821875,0.407917383820998,0.707191780821918,0,0.873977086743044,0.225621414913958,0.0408163265306122,0.222698072805139,0.240543161978661,0,0.907894736842105,0,0.334394904458599,0.262474998752851,0.0217584369449378,0.173306772908367,0,0.848485168502238,0.0990191499299393,0.0571428571428571,0.842391304347826,0,0.110356536502547,0.908988764044944,0,0.299600532623169,0.246753246753247,0,0.363265306122449,0.0198863636363636,0.277777777777778,0.315036722071898,0.681178834561286,0.045045045045045,0.432399512789281,0.775238095238095,0.857142857142857,0,0.390300230946882,0.0047961630695443,0,0,0,0.0188679245283019,0.310679611650485,0,0.237006237006237,0.30510752688172,0,0.577889447236181,0.281150159744409,0.283018867924528,0,0.359116022099448,0.0036188178528347,0.272663139329806,0.548672566371681,0,0,0.047029702970297,0.0103092783505155,0.47921760391198,0.0714285714285714,0,0.244158878504673,0,0.0071174377224199,0.34475374732334,0.509246088193457,0.0172143974960876,0.358695652173913,0.38857938718663,0,0.000622858922454,0,0.153039832285115,0,0.0577850486126851,0.0342384887839433,0,0.336431226765799,0,0.242735042735043,0.05078125,0.201320132013201,0.0067264573991031,0,0,0,0.006677796327212,0,0,0,0.0273170731707317,0,0.0248322147651007,0.0271639975674032,0,0.0242047026279391,0,0.169584530964202,0.014787988531764,0.0061919504643962,0.0015325670498084,0.0051795580110497,0,0.0778995960761685,0.0379028911329368,0.0625386996904025,0,0.0993774498501268,0.0191599115696389,0.0482067357717688,0.0463072006416203,0.18366129994037,0.0398089171974522,0.0984649943841258,0.0237456122238282,0,0,0.0805555555555556,0.247552447552448,0,0.0352983988355167,0.0817051509769094,0.0058373669780102,0.0516511430990686,0.0190114068441065,0,0.0237188872620791,0.0850042360914996,0.0282583621683968,0.0440383463151588,0,0,0.0306766917293233,0,0,0.0591233435270133,0.0737235747538732,0.0009655616350177
2276,0.517471264367816,0.373529411764706,0.730538922155689,0.0600706713780919,0.195848375451264,0.943327239488117,0.0097799511002445,0.13677130044843,0.327590501588334,0.870689655172414,0.105982905982906,0.818181818181818,0,0,0.599009900990099,0.0108063175394846,0.214457831325301,0,0.024896265560166,0.291176470588235,0.103228090960891,0.673748056739633,0.262474998752851,0.604667609618105,0.845771144278607,0,0.893382352941177,0.431187859759288,0.55314827352742,0.86863711001642,0.473524962178517,0.28125,0,0.10549154666101,0.148648648648649,0.301369863013699,0,0.415151515151515,0.17095337109851,0.655737704918033,0.339810924369748,0.644756277695716,0.174148521323544,0.405454545454545,0.821510297482838,0.82,0.858757062146893,0.530214424951267,0.662216288384513,0,0,0,0.0697674418604651,0.65273631840796,0,0.295103092783505,0.519693654266958,0.515151515151515,0.602272727272727,0.49448275862069,0.43265306122449,0.536072144288577,0.550120288692863,0,0.419402985074627,0,0,0,0,0.0240963855421687,0.64172335600907,0.455414012738854,0.58957654723127,0.432525951557093,0.491247264770241,0.502762430939227,0.390243902439024,0.451948051948052,0.0515908345712547,0.6875,0.541856925418569,0.0878980891719745,0.165584415584416,0.489974937343358,0.47255369928401,0,0.0577850486126851,0.61358574610245,0,0.42018779342723,0.445402298850575,0.338335607094134,0.084375,0.223938223938224,0.575113808801214,0.561926605504587,0,0.38737040527804,0,0.0405729554748152,0.0173852573018081,0,0.048314606741573,0,0.0725326991676575,0.0010626992561105,0,0.0814323607427056,0,0.0769628099173554,0,0.0176266137040715,0.0227525237022037,0.191754554170662,0,0.12311320754717,0.181787059226292,0.0505154639175258,0.0131205705151008,0,0.0718782023129849,0.0649049007716328,0.012630014858841,0.218687511361571,0.04152418172936,0.112468956409429,0.0888778550148957,0,0,0,0.0478796169630643,0,0.0528869480834546,0,0.0058373669780102,0.114542611415168,0,0.0088122605363984,0.056691783279512,0.0935013262599469,0.0381630012936611,0.0920502092050209,0.0580547876350842,0,0.0890605937372916,0.0100185528756957,0.0442477876106195,0.132361516034985,0.129830996986768,0
2278,0.62137460394833,0.556338028169014,0.838995568685377,0.0967741935483871,0.320601851851852,0.959731543624161,0,0,0,0.831395348837209,0.176215695714974,0.727477477477477,0,0,0.731707317073171,0.0597381342062193,0.284270372710044,0,0.0306435137895812,0.414835164835165,0,0.89453125,0.262474998752851,0.437301816085327,0.752781211372064,0,0.922824302134647,0.0854679802955665,0.715547703180212,0.924165251839276,0.238945578231293,0.217155266015201,0,0.227586206896552,0.0871722182849043,0.463581833761782,0.801023017902813,0.276440785307156,0.877697841726619,0.560170045781557,0.2401982875169,0.616144578313253,0.174148521323544,0.407811080835604,0.676781002638522,0.874251497005988,0.928792569659443,0.586206896551724,0.490291262135922,0,0.0011487650775416,0,0,0.627425614489004,0,0.305941143808995,0.484375,0.494584837545126,0.590500641848524,0.465509944985188,0.408022130013831,0.539447066756575,0.493063583815029,0,0.363287671232877,0,0,0.229521067783303,0,0.0340909090909091,0.482634730538922,0.419301164725458,0.54585798816568,0.408653846153846,0.521847246891652,0.478031634446397,0.355844155844156,0.16882183908046,0.011,0.543414634146342,0.543171114599686,0.0102960102960103,0.0011933174224343,0.448693435309114,0.460194174757282,0,0,0.590586718246293,0.498235709244884,0.412103746397695,0.523191094619666,0.342879256965944,0.0598885793871866,0.199460916442049,0.572029442691903,0.359557467732022,0,0.275643167390578,0,0.0191693290734824,0.0671046457062412,0.0003733665214685,0.0563650306748466,0,0.0500638569604087,0.0140539520845124,0,0.0703430988563371,0,0.0752978197347719,0,0.0198453368117022,0.0190153989734018,0.0501334915455355,0,0.0554285395639324,0.059825327510917,0,0,0,0.0532011450115199,0.036065837497612,0.0351370344342937,0.206029452625729,0.0919644008770798,0.125896414342629,0.0873401407752553,0,0,0,0.166470357283078,0,0.0493956910141881,0.0205811138014528,0.0058373669780102,0.0804698457223001,0,0,0.0376804079163426,0.090279152643041,0.035061873895109,0.0532254775338182,0.05462582886012,0.0802586534804108,0.0311260904044409,0.0119262238247122,0.050852912777599,0.135699373695198,0.0634926875294858,0
2317,0.596621957277695,0.650957290132548,0.370242214532872,0.0203252032520325,0.216959511077158,0.951377633711507,0.0154394299287411,0.0271604938271605,0.593877551020408,0.765909090909091,0.223592906707787,0.713286713286713,0,0,0.590857142857143,0.0121580547112462,0.734761120263591,0,0.0138888888888889,0.881733021077283,0,0.874493927125506,0.194842406876791,0.508035714285714,0.393680614859095,0,0.934163701067616,0.516981132075472,0.563508064516129,0.363788767812238,0.690402476780186,0.0185312285518188,0.108195660076286,0.559358288770053,0,0.251655629139073,0.938864628820961,0.33446088794926,0,0.281967213114754,0.282615156017831,0.410804392994954,0.0032362459546925,0.888006354249404,0.639370078740157,0.735583684950774,0,0.635622817229336,0,0,0,0,0.356060606060606,0,0,0,0.443449959316517,0,0.6,0.46096256684492,0.377425044091711,0.568965517241379,0.504716981132076,0,0.331810766721044,0,0,0,0.0344262295081967,0.0573248407643312,0.509745127436282,0,0,0.341895482728078,0.554753820033956,0.379928315412186,0.362406015037594,0.322660098522167,0,0.613163972286374,0.487437185929648,0,0.210285238392671,0.451040863531226,0.3928035982009,0.0420168067226891,0,0.53473491773309,0.682972718720602,0.362573099415205,0,0.343886462882096,0.342624854819977,0.104611923509561,0,0,0,0.211505190311419,0,0.0142857142857143,0,0,0.0279295689131755,0,0.129545454545455,0.060977501939488,0,0,0,0.0829523187459177,0.0086114101184068,0,0.030686198920586,0.0571725571725572,0.0936501319994442,0.0646783791442335,0.0069122046837924,0.0263665594855305,0,0.0149997730280611,0.0508166969147005,0.0322904756955271,0.0463072006416203,0.180760928856082,0.157621326042379,0.133759415658525,0.122245220991112,0.0010626992561105,0.0003043213633597,0,0.30492135971588,0,0.0865407044553301,0,0,0.101809954751131,0,0.0001949507749293,0.0352231859530358,0.137986577181208,0.0510349750178444,0.0602659624634537,0.0572759660180871,0.0632911392405063,0.0027755290852318,0.0477941176470588,0,0.132621156852527,0.0144678636481915,0
4807,0.5205719288007,0.131634819532909,0.462962962962963,0.857142857142857,0.240659340659341,0.913461538461538,0.0013315579227696,0,0.580372250423012,0.847706422018349,0.167701863354037,0.708333333333333,0,0,0.291338582677165,0.0441801189464741,0.176781002638522,0,0,0.190045248868778,0,0.865470852017937,0.214545454545455,0.0145846544071021,0.800561797752809,0,0.939914163090129,0.0166089965397924,0.442544094067344,0.894670050761421,0,0,0,0,0.169034090909091,0.444,0.931372549019608,0.317089452603471,0.243169398907104,0.339009287925697,0.306967984934087,0.915824915824916,0.422982885085575,0.903426791277259,0.670694864048338,0.171503957783641,0.0502092050209205,0.0088383838383838,0,0.955555555555556,0.628289473684211,0,0.559659090909091,0.102127659574468,0,0,0.434915773353752,0.547008547008547,0,0.418703506907545,0.442253521126761,0.537720706260032,0.415873015873016,0,0.308281921854552,0,0,0.226073619631902,0.007537688442211,0.028391167192429,0.489208633093525,0,0.472027972027972,0.386459802538787,0.504071058475204,0,0.30379746835443,0.441955193482688,0.0044444444444444,0.502040816326531,0.54786150712831,0,0,0.427083333333333,0.341397849462366,0,0.0577850486126851,0.550484094052559,0.591414944356121,0.424593967517401,0.496519721577726,0.324731182795699,0.353603603603604,0.17258883248731,0.183823529411765,0,0.65301724137931,0,0.0040485829959514,0.0229007633587786,0,0,0.0381406436233611,0.154456073580717,0.0603557814485388,0.0288920725883477,0,0.0497458242556282,0,0,0,0,0.0262960180315552,0.0053248136315229,0,0.0496796966923781,0.0057813594954449,0.0204442200908632,0,0.0149997730280611,0.0539343009931245,0.0352387018411814,0.014993481095176,0.194188034188034,0.055746140651801,0.0839598997493734,0.0553977272727273,0,0,0,0.122559652928416,0,0.0690423162583519,0,0,0.0579106737320212,0.0706888788833859,0,0.0393650793650794,0.0904754577627327,0,0.0319920019995001,0.0629729070051257,0.0542386500602652,0.0281135049921177,0.0139149050040139,0,0.0880082346886258,0.0600780729315434,0.127155172413793
4826,0.495095033721643,0.0311203319502075,0.81438127090301,0.115264797507788,0.285377358490566,0.941320293398533,0.0238500851788756,0.233333333333333,0.648325358851675,0.910675381263617,0,0.765845070422535,0,0,0.52411575562701,0.0312213039485767,0.346354166666667,0.294025157232704,0,0.106896551724138,0,0.898373983739837,0.262474998752851,0.647476340694006,0.162790697674419,0.0117878192534381,0,0.90259009009009,0.762347472399768,0.812324929971989,0.462246777163904,0.215836526181354,0,0,0.312576312576313,0.247395833333333,0.919062832800852,0.425104022191401,0.17095337109851,0.082859463850528,0.432104526364909,0.607324516785351,0.0227272727272727,0.528846153846154,0.718840579710145,0.796008869179601,0.774590163934426,0.50126582278481,0.620183486238532,0,0,0,0.260416666666667,0.20338534955259,0.0016977928692699,0.507024265644955,0.362021857923497,0,0.50197628458498,0.432997676219985,0.365239294710327,0.45531197301855,0.518197573656846,0,0.439233370913191,0,0,0,0,0.0754716981132075,0.463611859838275,0.130630630630631,0,0.299474605954466,0.551776649746193,0.140161725067385,0.398921832884097,0.517676767676768,0.0515908345712547,0.705035971223022,0,0,0.46234067207416,0,0.418772563176895,0,0,0.578947368421053,0.657894736842105,0.38135593220339,0.627705627705628,0.345808383233533,0.124653739612188,0.249462365591398,0.526126126126126,0.468454258675079,0,0.360036832412523,0,0,0,0.0105996522816024,0.0592384720689674,0,0.09720885466795,0.0469631971099571,0.0015428183204783,0.0295851472084987,0,0.220758858576356,0.01784140969163,0.0372452565003514,0.0067307692307692,0.0712830957230143,0,0.159352517985612,0.0349854227405248,0.0481231953801732,0,0.0149997730280611,0.0214428191489362,0.0579496311371152,0.0212765957446809,0.176361957525392,0.0791396103896104,0.0864527629233512,0.0910313901345291,0,0,0,0.0773542600896861,0,0.0395235517054683,0,0.0058373669780102,0.120284065690191,0,0,0.0267894516534115,0.0478150728309056,0.0308605341246291,0.0534918276374443,0,0.0890804597701149,0.0389275586491364,0.0154753131908622,0.075801749271137,0.106041740697648,0.0020845741512805,0
4884,0.508635097493036,0.259259259259259,0.926282051282051,0,0.230847803881512,0.933098591549296,0,0,0.590051457975986,0.797131147540984,0,0.730192719486081,0,0,0.241904761904762,0.0373702422145329,0.245098039215686,0.123783031988873,0.0165289256198347,0.0317460317460317,0,0.912878787878788,0.262474998752851,0.290553745928339,0.192380952380952,0,0.950338600451467,0.605574912891986,0.543859649122807,0.926940639269406,0,0.141829393627955,0.034564958283671,0.644262295081967,0.0738423028785982,0.317164179104478,0.913394919168591,0.323907455012853,0,0.372618207480593,0.330101793504605,0.0857681432610745,0.0482233502538071,0.399096385542169,0,0.868571428571429,0.137404580152672,0.360718870346598,0.518102372034956,0.0299065420560748,0,0,0.0098280098280098,0,0,0.258766626360339,0.54066265060241,0.0096899224806201,0.340729001584786,0.52112676056338,0.443452380952381,0.527972027972028,0.475301866081229,0,0.312525583299222,0,0,0,0,0.0879478827361563,0.337950138504155,0.592465753424658,0,0.40771349862259,0.535384615384615,0,0.609550561797753,0.367906066536204,0.0618374558303887,0.517034068136273,0.538745387453875,0,0.365430909966298,0.50386398763524,0.430672268907563,0.377717391304348,0.48207171314741,0.590909090909091,0.645357686453577,0.370843989769821,0.688487584650113,0.381481481481481,0.0603674540682415,0,0.515748031496063,0.369918699186992,0.0138888888888889,0.206360424028269,0.0125523012552301,0,0,0.03701989819528,0.0607476635514019,0,0.0912427897220766,0.0339615599925359,0,0,0,0,0.0280811232449298,0.011214953271028,0.0227525237022037,0.11085141903172,0,0.0543721313404731,0.0419170673076923,0.0137795275590551,0,0.0149997730280611,0.023728813559322,0.0523201043503466,0.0857371794871795,0.23417556655379,0.0375825292026409,0.0417678484701311,0.117372047244094,0,0,0,0.24113475177305,0,0.0736242884250474,0,0.0058373669780102,0.0804717308359348,0,0,0.001963190184049,0.0398420674802584,0.0381679389312977,0.0428571428571429,0.12214342001576,0.0545965475712565,0.0357308048103608,0.0261764705882353,0.0395663956639566,0.113405146618791,0.0766655780535598,0
4958,0.51300498063088,0.658974358974359,0.772727272727273,0.144262295081967,0.0630165289256198,0.92191435768262,0.0217889908256881,0.221350078492936,0.661764705882353,0.841121495327103,0.0341207349081365,0.693486590038314,0,0,0.56359102244389,0.0371804802478699,0.352064220183486,0,0,0.134868421052632,0,0,0.174193548387097,0.388386123680241,0.715384615384615,0,0.947142857142857,0.675939482674475,0.554415954415954,0.417701863354037,0.608064516129032,0.0055066079295154,0,0,0.158034528552457,0.305687203791469,0.946302816901408,0.406891981444665,0.17095337109851,0.474405191059841,0.274268104776579,0.925214754926731,0.0235546038543897,0.443037974683544,0,0.667279411764706,0.305086829824709,0.01953125,0,0,0.162790697674419,0.0041322314049586,0.549865229110512,0.20338534955259,0,0.329718004338395,0.463976945244957,0.415929203539823,0.654589371980676,0.419601837672282,0.427207637231504,0.574750830564784,0.51126346718903,0,0.345039682539683,0,0,0.569438202247191,0,0.128289473684211,0.553648068669528,0,0,0.292328042328042,0.583712696004047,0,0.405529953917051,0.555110220440882,0,0.667307692307692,0.599282296650718,0.011037527593819,0.276776606596396,0.336351875808538,0.365671641791045,0,0,0.674259681093394,0.74460839954597,0.450199203187251,0.604037267080745,0.307692307692308,0.0634005763688761,0,0.602658788774003,0,0,0.319940476190476,0.12133072407045,0.0071174377224199,0,0,0.0845665961945032,0.0375386996904025,0.171784232365145,0.0835515353487265,0.0015428183204783,0.0295851472084987,0,0.075402144772118,0.009021199819576,0.0315333070555775,0.0859916782246879,0.107329842931937,0,0.145481418918919,0.0451025938830817,0.0583673469387755,0,0.0149997730280611,0.0578255337197794,0.0803844622646875,0.148502495840266,0.246935201401051,0.0560344827586207,0.215484569572279,0.109425566343042,0,0,0,0.254934210526316,0,0.0609348914858097,0.0958574181117534,0,0.171727395411606,0,0.0016968325791855,0.0376642335766423,0.129881722829726,0.106072874493927,0.0852272727272727,0.0444444444444444,0.181763826606876,0.052027027027027,0.0153214774281806,0.0340056746722812,0.151492537313433,0.176951805086253,0
5023,0.604399633363886,0.0246212121212121,0.856661045531197,0,0.262917933130699,0.938704028021016,0.0016194331983805,0,0.632558139534884,0.848673946957878,0.0417070805043647,0.772040302267002,0,0,0.225152129817444,0.0600885515496521,0.210619469026549,0.247216035634744,0.025369978858351,0.815229563269877,0.129471890971039,0.89776357827476,0.201892744479495,0.548280734809232,0.149184149184149,0,0.945494994438265,0.716645489199492,0.543791358505255,0.900867410161091,0,0.0521042084168337,0.014161220043573,0.753468516542156,0.238010657193606,0.410018552875696,0.965317919075145,0.408096280087527,0,0.627567567567568,0.346184419713831,0.459758551307847,0.0443349753694581,0.450800915331808,0.727739726027397,0.850359712230216,0.305086829824709,0.534391534391534,0.572434607645875,0.0027063599458728,0,0,0.0233100233100233,0.20338534955259,0,0,0.44311377245509,0,0.589945011783189,0.489124372559955,0.418277680140598,0.576844955991875,0.56900878293601,0,0.426235693623444,0,0,0,0,0.0517647058823529,0.582938388625592,0,0,0.346521145975443,0,0.0246679316888046,0.504081632653061,0.52122641509434,0.10507880910683,0.624420401854714,0.0023094688221709,0,0.402415051951699,0.524137931034483,0.44683908045977,0.403688524590164,0.516826923076923,0.596906278434941,0.736040609137056,0.448529411764706,0.580024067388688,0.376842105263158,0.0711111111111111,0.300126103404792,0,0.452651515151515,0.0028530670470756,0,0.0352348993288591,0,0,0,0.0636363636363636,0,0.0710868079289132,0.0620577027762656,0,0.0295851472084987,0,0.190149473168341,0.016684524720649,0,0.0895779500430663,0.151515151515152,0,0.0911540188594522,0.10277656636139,0.0429479034307497,0.0131205705151008,0.0687006145741879,0.0557474099654662,0.0568095476362558,0.0861344537815126,0.219038721063013,0.114031180400891,0.131135531135531,0.125339858618815,0,0,0,0.14270887389725,0,0.0803338549817423,0.113049800072701,0,0.124529394729221,0,0,0.0312703583061889,0.0445074179029838,0.0198058252427184,0.100654946570148,0.0729588882455124,0.098071495766698,0.0046957942017149,0,0.0340056746722812,0.11536876802637,0.171778324795423,0
5104,0.603114186851211,0.224274406332454,0.773076923076923,0.267605633802817,0.816186556927298,0.900641025641026,0.0036630036630036,0.0299625468164794,0.570806100217865,0.763097949886105,0.181560283687943,0.761627906976744,0,0,0.775342465753425,0,0.289017341040462,0.127541589648799,0.0380116959064327,0.868035190615836,0,0.338624338624339,0.262474998752851,0.291269841269841,0.104651162790698,0.635030198446937,0.947643979057592,0.536821705426357,0.0846036585365854,0.898230088495575,0,0,0,0,0.149338374291115,0.185294117647059,0.914383561643836,0.471476510067114,0,0.167322834645669,0.295200525969757,0.89900426742532,0.0246913580246914,0.517021276595745,0.778195488721805,0.808290155440414,0.325,0.414678899082569,0.0157977883096366,0.941810344827586,0,0,0,0,0,0.381933438985737,0.442953020134228,0,0.225806451612903,0.332436069986541,0.151162790697674,0,0.341538461538462,0.0015698587127158,0.30761421319797,0,0,0.004594180704441,0,0.110599078341014,0.554006968641115,0.184859984370617,0.565400843881857,0.181512605042017,0.374454148471616,0.211349055353979,0.432900432900433,0.204030226700252,0,0.48,0.319875776397516,0,0.246753246753247,0.325268817204301,0.425196850393701,0,0,0,0.678958785249458,0.396825396825397,0,0.296829971181556,0.0471014492753623,0.225388601036269,0,0,0.690866510538642,0.182481751824818,0.0283018867924528,0.0705645161290323,0,0.0150767543859649,0.0479573712255773,0,0.0719874804381847,0.0089610753290394,0,0,0,0.131638236240747,0.0141395348837209,0.0487546369899311,0.0495524994542676,0.131329542377471,0,0.0543731978580255,0.0598707635500462,0.0277591973244147,0,0,0.0411611785095321,0.042361574382922,0.0073691967575534,0.171167428334026,0.0951210951210951,0.103002070393375,0.124821886577372,0,0,0,0.165322580645161,0,0.0698689956331878,0,0.0058373669780102,0.112163146394756,0,0,0.0209901893680128,0.0827082510856692,0.0650246305418719,0.0314169022934339,0.0689121176926055,0.204103671706264,0.0159914712153518,0,0,0.121010171869519,0.0527990454409864,0.175328383780697
